total_packets,num_incoming,num_outgoing,fraction_incoming,fraction_outgoing,mean_size,std_size,incoming_iat,outgoing_iat,chunk_std,chunk_mean,chunk_median,chunk_max,first_10_incoming,first_10_outgoing,last_10_incoming,last_10_outgoing,sum_first_10_packets,max_burst,mean_burst,num_bursts
100,100,0,1.0,0.0,0.0,0.0,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}",1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-10666,100,100.0,1
100,100,0,1.0,0.0,0.0,0.0,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}",1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-11523,100,100.0,1
100,57,43,0.57,0.43,362.8837209302326,396.2772819044722,"{'max_iat': np.float64(22.0), 'mean_iat': np.float64(1.0535714285714286), 'std_iat': np.float64(3.6076290337142427), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(22.0), 'mean_iat': np.float64(1.4047619047619047), 'std_iat': np.float64(4.106090272298338), 'q3_iat': np.float64(0.0)}",0.9797958971132712,3.8,4.0,5,5,5,5,5,1339,7,2.4782608695652173,23
100,26,27,0.26,0.27,177.33333333333334,75.89612784735611,"{'max_iat': np.float64(26.0), 'mean_iat': np.float64(8.04), 'std_iat': np.float64(11.721706360423811), 'q3_iat': np.float64(25.0)}","{'max_iat': np.float64(25.0), 'mean_iat': np.float64(7.730769230769231), 'std_iat': np.float64(11.514397984555925), 'q3_iat': np.float64(25.0)}",1.6918103387266026,1.7333333333333334,2.0,4,5,5,0,0,670,3,2.0,13
100,26,27,0.26,0.27,199.03703703703704,314.5817307074977,"{'max_iat': np.float64(56.0), 'mean_iat': np.float64(6.04), 'std_iat': np.float64(15.55501205399726), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(56.0), 'mean_iat': np.float64(5.8076923076923075), 'std_iat': np.float64(15.297106892806262), 'q3_iat': np.float64(0.0)}",2.0154955277107964,1.7333333333333334,1.0,5,5,5,0,0,-1188,5,2.6,10
100,18,18,0.18,0.18,150.5,79.5,"{'max_iat': np.float64(26.0), 'mean_iat': np.float64(11.823529411764707), 'std_iat': np.float64(12.542798703158656), 'q3_iat': np.float64(25.0)}","{'max_iat': np.float64(26.0), 'mean_iat': np.float64(11.823529411764707), 'std_iat': np.float64(12.542798703158656), 'q3_iat': np.float64(25.0)}",1.7204650534085248,1.2,0.0,4,5,5,0,0,493,2,2.0,9
100,16,16,0.16,0.16,100.5,1.9364916731037085,"{'max_iat': np.float64(21.0), 'mean_iat': np.float64(12.733333333333333), 'std_iat': np.float64(7.325450308494504), 'q3_iat': np.float64(20.5)}","{'max_iat': np.float64(21.0), 'mean_iat': np.float64(12.733333333333333), 'std_iat': np.float64(7.325450308494504), 'q3_iat': np.float64(20.5)}",1.569146972791976,1.0666666666666667,0.0,4,5,5,0,0,20,2,1.6,10
100,16,16,0.16,0.16,150.25,79.62607927055055,"{'max_iat': np.float64(26.0), 'mean_iat': np.float64(11.733333333333333), 'std_iat': np.float64(12.545738541654515), 'q3_iat': np.float64(25.0)}","{'max_iat': np.float64(26.0), 'mean_iat': np.float64(11.733333333333333), 'std_iat': np.float64(12.545738541654515), 'q3_iat': np.float64(25.0)}",1.569146972791976,1.0666666666666667,0.0,4,5,5,0,0,492,2,2.0,8
100,20,20,0.2,0.2,193.4,287.5671052119835,"{'max_iat': np.float64(26.0), 'mean_iat': np.float64(9.631578947368421), 'std_iat': np.float64(9.229304166710621), 'q3_iat': np.float64(19.0)}","{'max_iat': np.float64(26.0), 'mean_iat': np.float64(9.68421052631579), 'std_iat': np.float64(9.17693121266551), 'q3_iat': np.float64(19.0)}",1.6599866130651644,1.3333333333333333,0.0,4,5,5,0,0,892,2,1.5384615384615385,13
100,40,50,0.4,0.5,801.6,563.817381782435,"{'max_iat': np.float64(30.0), 'mean_iat': np.float64(3.1025641025641026), 'std_iat': np.float64(9.094362502276557), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(30.0), 'mean_iat': np.float64(2.4693877551020407), 'std_iat': np.float64(8.209258190197177), 'q3_iat': np.float64(0.0)}",2.211083193570267,2.6666666666666665,3.0,7,2,8,0,0,6407,7,4.0,10
100,4,10,0.04,0.1,70.0,4.898979485566356,"{'max_iat': np.float64(60.0), 'mean_iat': np.float64(60.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(60.0)}","{'max_iat': np.float64(60.0), 'mean_iat': np.float64(20.0), 'std_iat': np.float64(23.584363935078304), 'q3_iat': np.float64(29.0)}",0.7717224601860151,0.26666666666666666,0.0,3,3,7,0,0,308,1,1.0,4
100,50,50,0.5,0.5,606.12,555.996461859246,"{'max_iat': np.float64(30.0), 'mean_iat': np.float64(1.836734693877551), 'std_iat': np.float64(6.958615094374273), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(30.0), 'mean_iat': np.float64(1.836734693877551), 'std_iat': np.float64(6.958615094374273), 'q3_iat': np.float64(0.0)}",1.577621275493231,3.3333333333333335,4.0,6,4,6,7,3,1312,7,3.5714285714285716,14
100,3,3,0.03,0.03,87.0,16.06237840420901,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",0.7483314773547879,0.2,0.0,3,3,3,0,0,-10,2,1.5,2
100,3,3,0.03,0.03,89.0,0.0,"{'max_iat': np.float64(147.0), 'mean_iat': np.float64(73.5), 'std_iat': np.float64(73.5), 'q3_iat': np.float64(110.25)}","{'max_iat': np.float64(147.0), 'mean_iat': np.float64(73.5), 'std_iat': np.float64(73.5), 'q3_iat': np.float64(110.25)}",0.7483314773547879,0.2,0.0,3,3,3,0,0,-354,1,1.0,3
100,29,34,0.29,0.34,263.11764705882354,416.6136427622602,"{'max_iat': np.float64(76.0), 'mean_iat': np.float64(5.392857142857143), 'std_iat': np.float64(19.444682133305914), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(76.0), 'mean_iat': np.float64(4.575757575757576), 'std_iat': np.float64(18.01519611585579), 'q3_iat': np.float64(0.0)}",2.015495527710797,1.9333333333333333,2.0,6,6,4,0,0,-2135,8,4.833333333333333,6
100,9,0,0.09,0.0,0.0,0.0,"{'max_iat': np.float64(62.0), 'mean_iat': np.float64(16.625), 'std_iat': np.float64(26.20084683745928), 'q3_iat': np.float64(17.0)}","{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}",1.781385228784985,0.6,0.0,7,9,0,0,0,-666,9,9.0,1
100,27,30,0.27,0.3,107.7,61.65179099858603,"{'max_iat': np.float64(28.0), 'mean_iat': np.float64(3.3076923076923075), 'std_iat': np.float64(7.124007249430676), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(28.0), 'mean_iat': np.float64(2.9655172413793105), 'std_iat': np.float64(6.744002488140672), 'q3_iat': np.float64(0.0)}",1.7204650534085255,1.8,3.0,4,4,6,0,0,372,4,1.588235294117647,17
100,8,11,0.08,0.11,836.9090909090909,604.0003694377941,"{'max_iat': np.float64(54.0), 'mean_iat': np.float64(7.714285714285714), 'std_iat': np.float64(18.89606373004166), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(54.0), 'mean_iat': np.float64(5.4), 'std_iat': np.float64(16.2), 'q3_iat': np.float64(0.0)}",1.14697670227235,0.5333333333333333,0.0,4,4,6,0,0,3619,4,4.0,2
100,15,20,0.15,0.2,801.7,563.7343434633018,"{'max_iat': np.float64(30.0), 'mean_iat': np.float64(2.2142857142857144), 'std_iat': np.float64(7.710647290121176), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(30.0), 'mean_iat': np.float64(1.631578947368421), 'std_iat': np.float64(6.6902169449191335), 'q3_iat': np.float64(0.0)}",1.7126976771553504,1.0,0.0,5,2,8,0,0,6408,7,3.75,4
100,13,13,0.13,0.13,100.61538461538461,53.98794518086488,"{'max_iat': np.float64(15.0), 'mean_iat': np.float64(1.6666666666666667), 'std_iat': np.float64(4.249182927993988), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(15.0), 'mean_iat': np.float64(1.6666666666666667), 'std_iat': np.float64(4.249182927993988), 'q3_iat': np.float64(0.0)}",1.499629583893599,0.8666666666666667,0.0,4,6,4,0,0,-4771,4,1.8571428571428572,7
100,22,23,0.22,0.23,650.1739130434783,558.2668562593802,"{'max_iat': np.float64(30.0), 'mean_iat': np.float64(1.4285714285714286), 'std_iat': np.float64(6.388765649999399), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(30.0), 'mean_iat': np.float64(1.3636363636363635), 'std_iat': np.float64(6.248966856757964), 'q3_iat': np.float64(0.0)}",2.0612833111653743,1.4666666666666666,0.0,6,4,6,0,0,1317,6,3.142857142857143,7
100,5,5,0.05,0.05,85.0,34.140884581393024,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",1.0110500592068732,0.3333333333333333,0.0,4,5,5,0,0,-61,3,1.6666666666666667,3
100,23,25,0.23,0.25,106.68,61.354523875587205,"{'max_iat': np.float64(241.0), 'mean_iat': np.float64(13.045454545454545), 'std_iat': np.float64(49.9422186793055), 'q3_iat': np.float64(3.75)}","{'max_iat': np.float64(241.0), 'mean_iat': np.float64(11.958333333333334), 'std_iat': np.float64(47.95178061228684), 'q3_iat': np.float64(1.25)}",1.667999467092907,1.5333333333333334,0.0,4,4,6,0,0,368,4,1.7692307692307692,13
100,44,45,0.44,0.45,242.84444444444443,375.9059548791163,"{'max_iat': np.float64(56.0), 'mean_iat': np.float64(5.72093023255814), 'std_iat': np.float64(14.768485588459225), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(55.0), 'mean_iat': np.float64(5.590909090909091), 'std_iat': np.float64(14.538847931440566), 'q3_iat': np.float64(0.0)}",1.7307673314329557,2.933333333333333,3.0,5,5,5,0,0,-752,5,2.75,16
100,24,24,0.24,0.24,150.5,79.5,"{'max_iat': np.float64(26.0), 'mean_iat': np.float64(12.0), 'std_iat': np.float64(12.535167920000461), 'q3_iat': np.float64(25.0)}","{'max_iat': np.float64(26.0), 'mean_iat': np.float64(12.0), 'std_iat': np.float64(12.535167920000461), 'q3_iat': np.float64(25.0)}",1.7435595774162698,1.6,0.0,4,5,5,0,0,489,2,2.0,12
100,57,43,0.57,0.43,227.6046511627907,215.9261436539133,"{'max_iat': np.float64(22.0), 'mean_iat': np.float64(1.0714285714285714), 'std_iat': np.float64(4.12248686585945), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(22.0), 'mean_iat': np.float64(1.4285714285714286), 'std_iat': np.float64(4.70634251451651), 'q3_iat': np.float64(0.0)}",0.9797958971132712,3.8,4.0,5,6,4,5,5,755,7,2.1923076923076925,26
100,93,7,0.93,0.07,585.8571428571429,466.18648278848013,"{'max_iat': np.float64(5.0), 'mean_iat': np.float64(0.05434782608695652), 'std_iat': np.float64(0.5184452181613836), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",1.6411378166788229,6.2,7.0,7,10,0,5,5,-10667,88,46.5,2
100,98,2,0.98,0.02,73.0,0.0,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",1.746106780494506,6.533333333333333,7.0,7,10,0,8,2,-11451,98,98.0,1
100,24,24,0.24,0.24,100.33333333333333,1.9720265943665387,"{'max_iat': np.float64(21.0), 'mean_iat': np.float64(12.26086956521739), 'std_iat': np.float64(6.960868207370261), 'q3_iat': np.float64(19.0)}","{'max_iat': np.float64(21.0), 'mean_iat': np.float64(12.26086956521739), 'std_iat': np.float64(6.960868207370261), 'q3_iat': np.float64(19.0)}",1.7435595774162698,1.6,0.0,4,5,5,0,0,20,2,1.6,15
100,34,37,0.34,0.37,102.08108108108108,56.10722282278207,"{'max_iat': np.float64(194.0), 'mean_iat': np.float64(8.696969696969697), 'std_iat': np.float64(33.44147746526292), 'q3_iat': np.float64(1.0)}","{'max_iat': np.float64(194.0), 'mean_iat': np.float64(7.972222222222222), 'std_iat': np.float64(32.107879018423624), 'q3_iat': np.float64(0.25)}",1.6519348924485158,2.2666666666666666,3.0,4,5,5,0,0,23,4,1.7,20
100,42,58,0.42,0.58,826.6551724137931,556.7601028525828,"{'max_iat': np.float64(31.0), 'mean_iat': np.float64(3.682926829268293), 'std_iat': np.float64(9.883316872856005), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(30.0), 'mean_iat': np.float64(2.6491228070175437), 'std_iat': np.float64(8.48216131855798), 'q3_iat': np.float64(0.0)}",2.006655592438988,2.8,3.0,6,2,8,3,7,6407,7,3.5,12
100,27,27,0.27,0.27,170.88888888888889,250.45696508187726,"{'max_iat': np.float64(29.0), 'mean_iat': np.float64(10.5), 'std_iat': np.float64(10.330127707900735), 'q3_iat': np.float64(22.0)}","{'max_iat': np.float64(29.0), 'mean_iat': np.float64(10.5), 'std_iat': np.float64(10.326403797286613), 'q3_iat': np.float64(22.0)}",1.7587874611030563,1.8,2.0,4,5,5,0,0,20,2,1.5,18
100,32,36,0.32,0.36,177.33333333333334,75.8961278473561,"{'max_iat': np.float64(26.0), 'mean_iat': np.float64(8.935483870967742), 'std_iat': np.float64(12.050794335673794), 'q3_iat': np.float64(25.0)}","{'max_iat': np.float64(26.0), 'mean_iat': np.float64(7.914285714285715), 'std_iat': np.float64(11.692174253555674), 'q3_iat': np.float64(25.0)}",1.746106780494506,2.1333333333333333,2.0,5,5,5,0,0,656,3,2.0,16
100,24,24,0.24,0.24,151.625,80.67207927777739,"{'max_iat': np.float64(26.0), 'mean_iat': np.float64(12.0), 'std_iat': np.float64(12.535167920000461), 'q3_iat': np.float64(25.0)}","{'max_iat': np.float64(25.0), 'mean_iat': np.float64(12.0), 'std_iat': np.float64(12.448153346546244), 'q3_iat': np.float64(25.0)}",1.7435595774162698,1.6,0.0,4,5,5,0,0,516,2,2.0,12
100,51,49,0.51,0.49,641.530612244898,559.0346308151629,"{'max_iat': np.float64(30.0), 'mean_iat': np.float64(2.42), 'std_iat': np.float64(8.134101056662622), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(30.0), 'mean_iat': np.float64(2.5208333333333335), 'std_iat': np.float64(8.286509074326107), 'q3_iat': np.float64(0.0)}",1.7435595774162693,3.4,4.0,7,4,6,5,5,2489,7,3.4,15
100,6,0,0.06,0.0,0.0,0.0,"{'max_iat': np.float64(56.0), 'mean_iat': np.float64(12.4), 'std_iat': np.float64(21.804586673450153), 'q3_iat': np.float64(2.0)}","{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}",1.4966629547095758,0.4,0.0,6,6,0,0,0,-444,6,6.0,1
100,5,11,0.05,0.11,69.45454545454545,4.979295977319692,"{'max_iat': np.float64(60.0), 'mean_iat': np.float64(60.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(60.0)}","{'max_iat': np.float64(60.0), 'mean_iat': np.float64(24.8), 'std_iat': np.float64(22.61327044016411), 'q3_iat': np.float64(40.0)}",0.869226987360353,0.3333333333333333,0.0,3,4,6,0,0,164,1,1.0,5
100,4,0,0.04,0.0,0.0,0.0,"{'max_iat': np.float64(184.0), 'mean_iat': np.float64(61.333333333333336), 'std_iat': np.float64(86.73843182554982), 'q3_iat': np.float64(92.0)}","{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}",0.9977753031397179,0.26666666666666666,0.0,4,4,0,0,0,-240,4,4.0,1
100,39,43,0.39,0.43,232.74418604651163,376.36771313365034,"{'max_iat': np.float64(76.0), 'mean_iat': np.float64(5.947368421052632), 'std_iat': np.float64(20.314562275451895), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(76.0), 'mean_iat': np.float64(5.380952380952381), 'std_iat': np.float64(19.401708786982535), 'q3_iat': np.float64(0.0)}",1.6653327995729061,2.6,3.0,5,6,4,0,0,-2134,8,4.875,8
