label,total_packets,num_incoming,num_outgoing,fraction_incoming,fraction_outgoing,incoming_mean_size,incoming_std_size,outgoing_mean_size,outgoing_std_size,incoming_iats,incoming_max_iat,incoming_mean_iat,incoming_std_iat,incoming_q3_iat,outgoing_iats,outgoing_max_iat,outgoing_mean_iat,outgoing_std_iat,outgoing_q3_iat,chunk_std,chunk_mean,chunk_median,chunk_max,first_10_incoming,first_10_outgoing,last_10_incoming,last_10_outgoing,packet_1_length_direction,packet_2_length_direction,packet_3_length_direction,packet_4_length_direction,packet_5_length_direction,packet_6_length_direction,packet_7_length_direction,packet_8_length_direction,packet_9_length_direction,packet_10_length_direction,incoming_q1_time,incoming_q2_time,incoming_q3_time,incoming_total_time,outgoing_q1_time,outgoing_q2_time,outgoing_q3_time,outgoing_total_time,max_burst,mean_burst,num_bursts
B,100,100,0,1.0,0.0,1266.52,160.17624542983899,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-209,-121,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,1661776592.0,1661776592.0,1661776592.0,0.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,100,0,1.0,0.0,1368.03,168.25614134408283,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-282,-105,-1392,-1392,-1392,-1392,-1392,-1392,-1392,-1392,1661776592.0,1661776592.0,1661776592.0,0.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,57,43,0.57,0.43,81.9298245614035,22.637385356058573,362.8837209302326,396.2772819044722,"[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 15.0, 0.0, 0.0]",22.0,1.0535714285714286,3.6076290337142427,0.0,"[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 15.0, 0.0, 0.0]",22.0,1.4047619047619047,4.106090272298338,0.0,0.9797958971132712,3.8,4.0,5,5,5,5,5,521,-74,-99,-68,81,75,-68,524,521,-74,1661776596.0,1661776622.0,1661776626.0,59.0,1661776596.0,1661776623.0,1661776626.0,59.0,7,2.4782608695652173,23
B,100,26,27,0.26,0.27,66.84615384615384,6.660401395228528,177.33333333333334,75.89612784735611,"[0.0, 0.0, 0.0, 25.0, 0.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0, 26.0, 0.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0]",26.0,8.04,11.721706360423811,25.0,"[0.0, 0.0, 0.0, 25.0, 0.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0, 25.0, 0.0, 1.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0, 25.0, 0.0, 0.0]",25.0,7.730769230769231,11.514397984555925,25.0,1.6918103387266026,1.7333333333333334,2.0,4,5,5,0,0,231,231,-62,-76,-62,231,-62,70,231,-62,1661776642.0,1661776693.0,1661776743.0,201.0,1661776642.0,1661776692.0,1661776743.0,201.0,3,2.0,13
B,100,26,27,0.26,0.27,397.34615384615387,445.28408756551505,199.03703703703704,314.5817307074977,"[0.0, 0.0, 0.0, 0.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 56.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]",56.0,6.04,15.55501205399726,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 56.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]",56.0,5.8076923076923075,15.297106892806262,0.0,2.0154955277107964,1.7333333333333334,1.0,5,5,5,0,0,158,158,-62,-783,-60,-760,-60,70,70,81,1661776649.0,1661776669.0,1661776725.0,151.0,1661776649.0,1661776669.0,1661776725.0,151.0,5,2.6,10
B,100,18,18,0.18,0.18,69.55555555555556,6.792334095812411,150.5,79.5,"[0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 26.0, 0.0, 25.0, 0.0, 25.0, 0.0]",26.0,11.823529411764707,12.542798703158656,25.0,"[0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 26.0, 0.0, 25.0, 0.0, 25.0, 0.0]",26.0,11.823529411764707,12.542798703158656,25.0,1.7204650534085248,1.2,0.0,4,5,5,0,0,230,-62,-76,71,230,-62,-76,71,230,-63,1661776644.0,1661776694.0,1661776745.0,201.0,1661776644.0,1661776694.0,1661776745.0,201.0,2,2.0,9
B,100,16,16,0.16,0.16,96.5,1.9364916731037085,100.5,1.9364916731037085,"[21.0, 0.0, 21.0, 10.0, 11.0, 20.0, 1.0, 21.0, 9.0, 13.0, 18.0, 4.0, 21.0, 6.0, 15.0]",21.0,12.733333333333333,7.325450308494504,20.5,"[21.0, 0.0, 21.0, 10.0, 11.0, 20.0, 1.0, 21.0, 9.0, 13.0, 18.0, 4.0, 21.0, 6.0, 15.0]",21.0,12.733333333333333,7.325450308494504,20.5,1.569146972791976,1.0666666666666667,0.0,4,5,5,0,0,102,-98,-94,98,102,-98,102,-98,-94,98,1661776647.5,1661776692.5,1661776744.0,191.0,1661776647.5,1661776692.5,1661776744.0,191.0,2,1.6,10
B,100,16,16,0.16,0.16,69.375,6.89089072616886,150.25,79.62607927055055,"[0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 26.0, 0.0, 25.0, 0.0, 25.0, 0.0]",26.0,11.733333333333333,12.545738541654515,25.0,"[0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 0.0, 26.0, 0.0, 25.0, 0.0, 25.0, 0.0]",26.0,11.733333333333333,12.545738541654515,25.0,1.569146972791976,1.0666666666666667,0.0,4,5,5,0,0,230,-62,-76,70,230,-62,-76,70,230,-62,1661776642.75,1661776686.5,1661776731.25,176.0,1661776642.75,1661776686.5,1661776731.25,176.0,2,2.0,8
B,100,20,20,0.2,0.2,108.2,11.556816170554933,193.4,287.5671052119835,"[7.0, 19.0, 0.0, 5.0, 5.0, 0.0, 19.0, 6.0, 25.0, 5.0, 26.0, 5.0, 25.0, 5.0, 21.0, 0.0, 9.0, 1.0, 0.0]",26.0,9.631578947368421,9.229304166710621,19.0,"[7.0, 19.0, 0.0, 5.0, 5.0, 0.0, 19.0, 6.0, 25.0, 5.0, 26.0, 5.0, 25.0, 5.0, 21.0, 0.0, 9.0, 1.0, 1.0]",26.0,9.68421052631579,9.17693121266551,19.0,1.6599866130651644,1.3333333333333333,0.0,4,5,5,0,0,118,-114,-94,98,-122,1054,-118,66,118,-114,1661776638.75,1661776692.5,1661776761.25,183.0,1661776638.75,1661776692.5,1661776761.25,184.0,2,1.5384615384615385,13
B,100,40,50,0.4,0.5,512.025,502.866358364725,801.6,563.817381782435,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30.0,3.1025641025641026,9.094362502276557,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30.0,2.4693877551020407,8.209258190197177,0.0,2.211083193570267,2.6666666666666665,3.0,7,2,8,0,0,1392,-1392,75,873,333,1392,1204,1392,1205,-67,1661776635.0,1661776665.0,1661776696.0,121.0,1661776635.0,1661776665.0,1661776695.0,121.0,7,4.0,10
